S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8390,26/08/2020,Jharkhand,31973,10238,21388,347
8391,27/08/2020,Jharkhand,33046,10335,22349,362
8392,28/08/2020,Jharkhand,34396,11096,22927,373
8393,29/08/2020,Jharkhand,35321,11090,23850,381
8394,30/08/2020,Jharkhand,36857,11357,25103,397
8395,31/08/2020,Jharkhand,38435,11577,26448,410
8396,01/09/2020,Jharkhand,41656,14096,27143,417
8397,02/09/2020,Jharkhand,43833,15256,28149,428
8398,03/09/2020,Jharkhand,44862,14677,29747,438
8399,04/09/2020,Jharkhand,46480,15150,30886,444
8400,05/09/2020,Jharkhand,48039,15549,32043,447
8401,06/09/2020,Jharkhand,49797,15005,34330,462
8402,07/09/2020,Jharkhand,51063,14410,36184,469
8403,08/09/2020,Jharkhand,52620,14588,37550,482
8404,09/09/2020,Jharkhand,55296,15438,39362,496
8405,10/09/2020,Jharkhand,56897,15726,40659,512
8406,11/09/2020,Jharkhand,58079,15447,42115,517
8407,12/09/2020,Jharkhand,59040,15180,43328,532
8408,13/09/2020,Jharkhand,60460,14844,45074,542
8409,14/09/2020,Jharkhand,61474,14336,46583,555
8410,15/09/2020,Jharkhand,62737,14064,48112,561
8411,16/09/2020,Jharkhand,64439,14118,49750,571
8412,17/09/2020,Jharkhand,66074,14138,51357,579
8413,18/09/2020,Jharkhand,67100,13703,52807,590
8414,19/09/2020,Jharkhand,68578,13924,54052,602
8415,20/09/2020,Jharkhand,69860,13548,55697,615
8416,21/09/2020,Jharkhand,71352,13791,56944,617
8417,22/09/2020,Jharkhand,72673,13504,58543,626
8418,23/09/2020,Jharkhand,73948,13280,60027,641
8419,24/09/2020,Jharkhand,75089,12882,61559,648
8420,25/09/2020,Jharkhand,76438,12841,62945,652
8421,26/09/2020,Jharkhand,77709,12533,64515,661
8422,27/09/2020,Jharkhand,78935,12426,65839,670
8423,28/09/2020,Jharkhand,79909,12433,66797,679
8424,29/09/2020,Jharkhand,81417,12126,68603,688
8425,30/09/2020,Jharkhand,82540,11942,69898,700
8426,01/10/2020,Jharkhand,83651,11596,71342,713
8427,02/10/2020,Jharkhand,84664,11482,72461,721
8428,03/10/2020,Jharkhand,85400,11243,73428,729
8429,04/10/2020,Jharkhand,86277,10939,74604,734
8430,05/10/2020,Jharkhand,87210,10936,75531,743
8431,06/10/2020,Jharkhand,88026,10436,76843,747
8432,07/10/2020,Jharkhand,88873,10027,78089,757
8433,08/10/2020,Jharkhand,89702,9759,79176,767
8434,09/10/2020,Jharkhand,90486,9272,80439,775
8435,10/10/2020,Jharkhand,91254,8819,81654,781
8436,11/10/2020,Jharkhand,91951,8362,82805,784
8437,12/10/2020,Jharkhand,92525,8167,83571,787
8438,13/10/2020,Jharkhand,93035,7776,84461,798
8439,14/10/2020,Jharkhand,93736,7617,85314,805
8440,15/10/2020,Jharkhand,94369,7191,86367,811
8441,16/10/2020,Jharkhand,94952,6892,87240,820
8442,17/10/2020,Jharkhand,95425,6543,88058,824
8443,18/10/2020,Jharkhand,95967,6576,88559,832
8444,19/10/2020,Jharkhand,96352,6502,89011,839
8445,20/10/2020,Jharkhand,96842,6220,89780,842
8446,21/10/2020,Jharkhand,97414,6180,90385,849
8447,22/10/2020,Jharkhand,98061,6206,91004,851
8448,23/10/2020,Jharkhand,98610,6122,91629,859
8449,24/10/2020,Jharkhand,99045,6055,92128,862
8450,25/10/2020,Jharkhand,99428,5966,92598,864
8451,26/10/2020,Jharkhand,99686,5844,92976,866
8452,27/10/2020,Jharkhand,99906,5666,93368,872
8453,28/10/2020,Jharkhand,100224,5474,93874,876
8454,29/10/2020,Jharkhand,100569,5363,94326,880
8455,30/10/2020,Jharkhand,100964,5294,94787,883
8456,31/10/2020,Jharkhand,101287,5196,95208,883
8457,01/11/2020,Jharkhand,101761,5302,95575,884
8458,02/11/2020,Jharkhand,102087,5229,95973,885
8459,03/11/2020,Jharkhand,102490,5119,96485,886
8460,04/11/2020,Jharkhand,102887,5021,96975,891
8461,05/11/2020,Jharkhand,103188,4814,97480,894
8462,06/11/2020,Jharkhand,103543,4685,97964,894
8463,07/11/2020,Jharkhand,103899,4639,98365,895
8464,08/11/2020,Jharkhand,104239,4566,98776,897
8465,09/11/2020,Jharkhand,104442,4471,99074,897
8466,10/11/2020,Jharkhand,104688,4251,99532,905
8467,11/11/2020,Jharkhand,104940,4042,99988,910
8468,12/11/2020,Jharkhand,105224,4009,100302,913
8469,13/11/2020,Jharkhand,105493,3668,100908,917
8470,14/11/2020,Jharkhand,105781,3291,101569,921
8471,15/11/2020,Jharkhand,105935,3116,101897,922
8472,16/11/2020,Jharkhand,106064,2952,102188,924
8473,17/11/2020,Jharkhand,106230,2754,102548,928
8474,18/11/2020,Jharkhand,106491,2669,102891,931
8475,19/11/2020,Jharkhand,106742,2637,103171,934
8476,20/11/2020,Jharkhand,106972,2600,103435,937
8477,21/11/2020,Jharkhand,107157,2594,103624,939
8478,22/11/2020,Jharkhand,107332,2430,103957,945
8479,23/11/2020,Jharkhand,107469,2289,104229,951
8480,24/11/2020,Jharkhand,107688,2202,104533,953
8481,25/11/2020,Jharkhand,107921,2242,104724,955
8482,26/11/2020,Jharkhand,108158,2160,105040,958
8483,27/11/2020,Jharkhand,108388,2169,105258,961
8484,28/11/2020,Jharkhand,108577,2162,105453,962
8485,29/11/2020,Jharkhand,108786,2154,105669,963
8486,30/11/2020,Jharkhand,108984,2138,105883,963
8487,01/12/2020,Jharkhand,109151,2016,106171,964
8488,02/12/2020,Jharkhand,109332,1965,106398,969
8489,03/12/2020,Jharkhand,109538,1907,106660,971
8490,04/12/2020,Jharkhand,109771,1926,106868,977
8491,05/12/2020,Jharkhand,109990,1938,107074,978
8492,06/12/2020,Jharkhand,110186,1845,107362,979
8493,07/12/2020,Jharkhand,110278,1796,107496,986
8494,08/12/2020,Jharkhand,110457,1759,107710,988
8495,09/12/2020,Jharkhand,110639,1753,107898,988
8496,10/12/2020,Jharkhand,110830,1739,108100,991
8497,11/12/2020,Jharkhand,111003,1690,108320,993
8498,12/12/2020,Jharkhand,111177,1694,108488,995
8499,13/12/2020,Jharkhand,111366,1610,108761,995
8500,14/12/2020,Jharkhand,111510,1571,108940,999
8501,15/12/2020,Jharkhand,111722,1581,109141,1000
8502,17/12/2020,Jharkhand,112121,1585,109532,1004
8503,18/12/2020,Jharkhand,112332,1629,109696,1007
8504,19/12/2020,Jharkhand,112606,1707,109891,1008
8505,20/12/2020,Jharkhand,112853,1718,110125,1010
8506,21/12/2020,Jharkhand,113025,1708,110307,1010
8507,22/12/2020,Jharkhand,113198,1675,110512,1011
8508,23/12/2020,Jharkhand,113407,1635,110758,1014
8509,24/12/2020,Jharkhand,113609,1633,110962,1014
8510,25/12/2020,Jharkhand,113786,1595,111175,1016
8511,26/12/2020,Jharkhand,113954,1587,111351,1016
8512,27/12/2020,Jharkhand,114146,1598,111530,1018
8513,28/12/2020,Jharkhand,114268,1585,111664,1019
8514,29/12/2020,Jharkhand,114420,1582,111818,1020
8515,30/12/2020,Jharkhand,114650,1604,112021,1025
8516,31/12/2020,Jharkhand,114873,1640,112206,1027
8517,03/01/2021,Jharkhand,115392,1624,112734,1034
8518,04/01/2021,Jharkhand,115529,1601,112893,1035
8519,05/01/2021,Jharkhand,115689,1528,113125,1036
8520,06/01/2021,Jharkhand,115840,1422,113380,1038
8521,07/01/2021,Jharkhand,116034,1449,113545,1040
8522,08/01/2021,Jharkhand,116229,1448,113740,1041
8523,09/01/2021,Jharkhand,116436,1465,113928,1043
8524,10/01/2021,Jharkhand,116672,1494,114133,1045
8525,11/01/2021,Jharkhand,116817,1468,114302,1047
8526,12/01/2021,Jharkhand,116961,1382,114531,1048
8527,13/01/2021,Jharkhand,117088,1356,114684,1048
8528,14/01/2021,Jharkhand,117240,1356,114836,1048
8529,15/01/2021,Jharkhand,117384,1327,115009,1048
8530,16/01/2021,Jharkhand,117480,1289,115142,1049
8531,17/01/2021,Jharkhand,117599,1249,115300,1050
8532,18/01/2021,Jharkhand,117686,1225,115411,1050
8533,19/01/2021,Jharkhand,117786,1190,115542,1054
8534,20/01/2021,Jharkhand,117887,1147,115683,1057
8535,21/01/2021,Jharkhand,118012,1102,115853,1057
8536,22/01/2021,Jharkhand,118079,1032,115989,1058
8537,23/01/2021,Jharkhand,118154,978,116116,1060
8538,24/01/2021,Jharkhand,118232,878,116293,1061
8539,25/01/2021,Jharkhand,118286,821,116402,1063
8540,27/01/2021,Jharkhand,118425,772,116589,1064
8541,28/01/2021,Jharkhand,118495,723,116706,1066
8542,29/01/2021,Jharkhand,118557,670,116818,1069
8543,30/01/2021,Jharkhand,118602,628,116904,1070
8544,31/01/2021,Jharkhand,118651,576,117004,1071
8545,01/02/2021,Jharkhand,118692,553,117067,1072
8546,02/02/2021,Jharkhand,118734,513,117148,1073
8547,03/02/2021,Jharkhand,118793,489,117229,1075
8548,04/02/2021,Jharkhand,118839,453,117309,1077
8549,05/02/2021,Jharkhand,118897,447,117373,1077
8550,06/02/2021,Jharkhand,118938,441,117420,1077
8551,07/02/2021,Jharkhand,118979,428,117474,1077
8552,08/02/2021,Jharkhand,119017,431,117508,1078
8553,09/02/2021,Jharkhand,119055,438,117539,1078
8554,10/02/2021,Jharkhand,119116,464,117574,1078
8555,11/02/2021,Jharkhand,119161,464,117616,1081
8556,12/02/2021,Jharkhand,119206,456,117669,1081
8557,13/02/2021,Jharkhand,119242,441,117720,1081
8558,14/02/2021,Jharkhand,119283,452,117749,1082
8559,15/02/2021,Jharkhand,119316,461,117773,1082
8560,16/02/2021,Jharkhand,119354,464,117806,1084
8561,17/02/2021,Jharkhand,119394,460,117850,1084
8562,18/02/2021,Jharkhand,119439,466,117889,1084
8563,19/02/2021,Jharkhand,119477,467,117926,1084
8564,20/02/2021,Jharkhand,119528,467,117977,1084
8565,21/02/2021,Jharkhand,119565,459,118022,1084
8566,22/02/2021,Jharkhand,119596,453,118058,1085
8567,23/02/2021,Jharkhand,119637,448,118103,1086
8568,24/02/2021,Jharkhand,119687,447,118154,1086
8569,25/02/2021,Jharkhand,119719,431,118201,1087
8570,26/02/2021,Jharkhand,119795,467,118241,1087
8571,27/02/2021,Jharkhand,119863,492,118284,1087
8572,01/03/2021,Jharkhand,119949,494,118365,1090
8573,02/03/2021,Jharkhand,119986,485,118411,1090
8574,03/03/2021,Jharkhand,120037,498,118449,1090
8575,04/03/2021,Jharkhand,120068,473,118505,1090
8576,06/03/2021,Jharkhand,120173,481,118601,1091
8577,07/03/2021,Jharkhand,120217,461,118665,1091
8578,08/03/2021,Jharkhand,120259,463,118703,1093
8579,09/03/2021,Jharkhand,120312,472,118747,1093
8580,10/03/2021,Jharkhand,120374,494,118787,1093
8581,11/03/2021,Jharkhand,120436,520,118823,1093
8582,13/03/2021,Jharkhand,120524,509,118922,1093
8583,14/03/2021,Jharkhand,120567,515,118959,1093
8584,15/03/2021,Jharkhand,120628,548,118987,1093
8585,16/03/2021,Jharkhand,120695,556,119046,1093
8586,17/03/2021,Jharkhand,120771,577,119100,1094
8587,18/03/2021,Jharkhand,120853,599,119160,1094
8588,19/03/2021,Jharkhand,120950,624,119232,1094
8589,20/03/2021,Jharkhand,121055,653,119307,1095
8590,21/03/2021,Jharkhand,121178,722,119361,1095
8591,22/03/2021,Jharkhand,121261,756,119409,1096
8592,23/03/2021,Jharkhand,121371,796,119478,1097
8593,24/03/2021,Jharkhand,121501,854,119549,1098
8594,25/03/2021,Jharkhand,121695,969,119626,1100
8595,27/03/2021,Jharkhand,122281,1399,119779,1103
8596,28/03/2021,Jharkhand,122621,1636,119878,1107
8597,29/03/2021,Jharkhand,122935,1871,119954,1110
8598,30/03/2021,Jharkhand,123090,1968,120012,1110
8599,31/03/2021,Jharkhand,123508,2254,120141,1113
8600,01/04/2021,Jharkhand,124201,2825,120263,1113
8601,02/04/2021,Jharkhand,124891,3352,120425,1114
8602,03/04/2021,Jharkhand,125585,3908,120562,1115
8603,04/04/2021,Jharkhand,126458,4613,120723,1122
8604,05/04/2021,Jharkhand,127246,5244,120872,1130
8605,06/04/2021,Jharkhand,128332,5882,121310,1140
8606,07/04/2021,Jharkhand,129596,6844,121608,1144
8607,08/04/2021,Jharkhand,130908,7872,121885,1151
8608,09/04/2021,Jharkhand,132790,9249,122383,1158
8609,10/04/2021,Jharkhand,134715,10604,122936,1175
8610,11/04/2021,Jharkhand,137088,12293,123603,1192
8611,12/04/2021,Jharkhand,139384,13933,124238,1213
8612,13/04/2021,Jharkhand,141750,15343,125175,1232
8613,14/04/2021,Jharkhand,144594,17155,126178,1261
8614,15/04/2021,Jharkhand,147792,18524,127976,1292
8615,16/04/2021,Jharkhand,151272,20651,129301,1320
8616,17/04/2021,Jharkhand,155115,23045,130694,1376
8617,18/04/2021,Jharkhand,158953,25619,131928,1406
8618,19/04/2021,Jharkhand,162945,28010,133479,1456
8619,20/04/2021,Jharkhand,167235,30477,135256,1502
8620,21/04/2021,Jharkhand,172315,33178,137590,1547
8621,22/04/2021,Jharkhand,177356,35826,139921,1609
8622,23/04/2021,Jharkhand,184951,40942,142294,1715
8623,24/04/2021,Jharkhand,190692,43415,145499,1778
8624,25/04/2021,Jharkhand,195844,45592,148364,1888
8625,26/04/2021,Jharkhand,201747,48105,151651,1991
8626,27/04/2021,Jharkhand,207288,49504,155669,2115
8627,28/04/2021,Jharkhand,213414,51252,159916,2246
8628,29/04/2021,Jharkhand,221489,54816,164278,2395
8629,30/04/2021,Jharkhand,227450,55877,169033,2540
8630,01/05/2021,Jharkhand,233411,57716,173035,2660
8631,02/05/2021,Jharkhand,239734,58437,178468,2829
8632,03/05/2021,Jharkhand,244472,58519,183009,2944
8633,04/05/2021,Jharkhand,251371,59675,188623,3073
8634,05/05/2021,Jharkhand,257345,59707,194433,3205
8635,06/05/2021,Jharkhand,263115,59532,200237,3346
8636,07/05/2021,Jharkhand,270089,60633,205977,3479
8637,08/05/2021,Jharkhand,276062,61177,211270,3615
8638,09/05/2021,Jharkhand,282174,61195,217223,3756
8639,10/05/2021,Jharkhand,286343,58806,223684,3853
8640,11/05/2021,Jharkhand,292530,57902,230646,3982
8641,12/05/2021,Jharkhand,296895,54533,238277,4085
8642,13/05/2021,Jharkhand,301257,50467,246608,4182
8643,14/05/2021,Jharkhand,301257,50467,246608,4182
8644,15/05/2021,Jharkhand,306248,48468,253490,4290
8645,16/05/2021,Jharkhand,313181,41386,267364,4431
8646,17/05/2021,Jharkhand,315502,36540,274483,4479
8647,18/05/2021,Jharkhand,318009,33524,279946,4539
8648,19/05/2021,Jharkhand,320934,31528,284805,4601
8649,20/05/2021,Jharkhand,322828,28841,289333,4654
8650,21/05/2021,Jharkhand,324884,26511,293659,4714
8651,22/05/2021,Jharkhand,327035,24499,297776,4760
8652,23/05/2021,Jharkhand,329072,22566,301705,4801
8653,24/05/2021,Jharkhand,330417,19499,306080,4838
8654,25/05/2021,Jharkhand,331811,17569,309371,4871
8655,26/05/2021,Jharkhand,333058,15641,312526,4891
8656,27/05/2021,Jharkhand,334035,14196,314929,4910
8657,28/05/2021,Jharkhand,334730,13097,316707,4926
8658,30/05/2021,Jharkhand,336240,10946,320336,4958
8659,31/05/2021,Jharkhand,336943,9906,322060,4977
8660,01/06/2021,Jharkhand,337774,8907,323876,4991
8661,02/06/2021,Jharkhand,338383,8058,325325,5000
8662,03/06/2021,Jharkhand,338915,7307,326597,5011
8663,04/06/2021,Jharkhand,339930,7537,327372,5021
8664,05/06/2021,Jharkhand,340408,6832,328542,5034
8665,06/06/2021,Jharkhand,340925,6239,329640,5046
8666,07/06/2021,Jharkhand,341218,5686,330478,5054
8667,08/06/2021,Jharkhand,341576,5312,331204,5060
8668,09/06/2021,Jharkhand,342179,5099,332007,5073
8669,10/06/2021,Jharkhand,342481,4783,332622,5076
8670,11/06/2021,Jharkhand,342774,4514,333179,5081
8671,12/06/2021,Jharkhand,343065,4220,333763,5082
8672,13/06/2021,Jharkhand,343304,3966,334256,5082
8673,14/06/2021,Jharkhand,343458,3395,334979,5084
8674,15/06/2021,Jharkhand,343609,3062,335462,5085
8675,16/06/2021,Jharkhand,343793,2646,336058,5089
8676,17/06/2021,Jharkhand,343983,2246,336645,5092
8677,18/06/2021,Jharkhand,344129,1946,337088,5095
8678,19/06/2021,Jharkhand,344270,1811,337362,5097
8679,20/06/2021,Jharkhand,344405,1639,337667,5099
8680,21/06/2021,Jharkhand,344543,1596,337848,5099
8681,22/06/2021,Jharkhand,344665,1489,338076,5100
8682,23/06/2021,Jharkhand,344775,1417,338256,5102
8683,25/06/2021,Jharkhand,345028,1224,338698,5106
8684,26/06/2021,Jharkhand,345161,1184,338870,5107
8685,27/06/2021,Jharkhand,345259,1113,339036,5110
8686,28/06/2021,Jharkhand,345340,1030,339199,5111
8687,29/06/2021,Jharkhand,345430,1005,339314,5111
8688,30/06/2021,Jharkhand,345525,949,339463,5113
8689,01/07/2021,Jharkhand,345610,914,339583,5113
8690,02/07/2021,Jharkhand,345706,854,339739,5113
8691,03/07/2021,Jharkhand,345794,831,339850,5113
8692,04/07/2021,Jharkhand,345885,805,339966,5114
8693,05/07/2021,Jharkhand,345937,658,340164,5115
8694,06/07/2021,Jharkhand,345983,609,340257,5117
8695,07/07/2021,Jharkhand,346038,555,340365,5118
8696,08/07/2021,Jharkhand,346113,532,340463,5118
8697,09/07/2021,Jharkhand,346168,476,340573,5119
8698,10/07/2021,Jharkhand,346223,449,340655,5119
8699,11/07/2021,Jharkhand,346279,423,340737,5119
8700,12/07/2021,Jharkhand,346328,411,340798,5119
8701,13/07/2021,Jharkhand,346371,390,340862,5119
8702,14/07/2021,Jharkhand,346411,347,340944,5120
8703,15/07/2021,Jharkhand,346479,344,341015,5120
8704,16/07/2021,Jharkhand,346533,336,341077,5120
8705,17/07/2021,Jharkhand,346588,340,341128,5120
8706,18/07/2021,Jharkhand,346649,337,341192,5120
8707,19/07/2021,Jharkhand,346681,327,341234,5120
8708,21/07/2021,Jharkhand,346778,320,341336,5122
8709,22/07/2021,Jharkhand,346824,315,341387,5122
8710,26/07/2021,Jharkhand,346946,254,341568,5124
8711,27/07/2021,Jharkhand,346983,246,341613,5124
8712,28/07/2021,Jharkhand,347022,247,341650,5125
8713,29/07/2021,Jharkhand,347049,237,341686,5126
8714,30/07/2021,Jharkhand,347105,259,341720,5126
8715,31/07/2021,Jharkhand,347137,260,341749,5128
8716,01/08/2021,Jharkhand,347173,252,341793,5128
8717,02/08/2021,Jharkhand,347200,254,341817,5129
8718,03/08/2021,Jharkhand,347223,239,341855,5129
8719,04/08/2021,Jharkhand,347246,234,341883,5129
8720,05/08/2021,Jharkhand,347276,223,341924,5129
8721,06/08/2021,Jharkhand,347304,223,341952,5129
8722,07/08/2021,Jharkhand,347336,226,341980,5130
8723,08/08/2021,Jharkhand,347373,221,342022,5130
8724,09/08/2021,Jharkhand,347392,211,342051,5130
8725,10/08/2021,Jharkhand,347406,202,342074,5130
8726,11/08/2021,Jharkhand,347440,208,342102,5130
8727,12/08/2021,Jharkhand,347454,196,342128,5130
8728,13/08/2021,Jharkhand,347498,211,342157,5130
8729,14/08/2021,Jharkhand,347530,223,342176,5131
8730,15/08/2021,Jharkhand,347558,217,342210,5131
8731,16/08/2021,Jharkhand,347585,214,342240,5131
8732,17/08/2021,Jharkhand,347620,236,342253,5131
8733,18/08/2021,Jharkhand,347635,217,342286,5132
8734,19/08/2021,Jharkhand,347667,225,342310,5132
8735,20/08/2021,Jharkhand,347690,223,342335,5132
8736,21/08/2021,Jharkhand,347707,215,342360,5132
8737,22/08/2021,Jharkhand,347725,213,342380,5132
8738,23/08/2021,Jharkhand,347730,177,342421,5132
8739,24/08/2021,Jharkhand,347748,165,342451,5132
8740,25/08/2021,Jharkhand,347755,153,342470,5132
8741,26/08/2021,Jharkhand,347763,140,342491,5132
8742,27/08/2021,Jharkhand,347794,139,342523,5132
8743,28/08/2021,Jharkhand,347815,146,342537,5132
8744,29/08/2021,Jharkhand,347829,142,342555,5132
8745,30/08/2021,Jharkhand,347842,144,342566,5132
8746,31/08/2021,Jharkhand,347855,138,342585,5132
8747,01/09/2021,Jharkhand,347867,130,342605,5132
8748,02/09/2021,Jharkhand,347894,137,342625,5132
8749,03/09/2021,Jharkhand,347922,143,342647,5132
8750,04/09/2021,Jharkhand,347933,141,342660,5132
8751,05/09/2021,Jharkhand,347942,133,342676,5133
8752,06/09/2021,Jharkhand,347957,132,342692,5133
8753,07/09/2021,Jharkhand,348012,139,342740,5133
8754,08/09/2021,Jharkhand,347989,129,342727,5133
8755,09/09/2021,Jharkhand,348012,139,342740,5133
8756,10/09/2021,Jharkhand,348055,142,342780,5133
8757,11/09/2021,Jharkhand,348062,128,342801,5133
8758,12/09/2021,Jharkhand,348062,128,342801,5133
8759,13/09/2021,Jharkhand,348073,127,342813,5133
8760,14/09/2021,Jharkhand,348079,117,342829,5133
8761,15/09/2021,Jharkhand,348086,111,342842,5133
8762,16/09/2021,Jharkhand,348096,110,342853,5133
8763,18/09/2021,Jharkhand,348111,94,342884,5133
8764,19/09/2021,Jharkhand,348114,74,342907,5133
8765,20/09/2021,Jharkhand,348116,56,342927,5133
8766,21/09/2021,Jharkhand,348125,55,342937,5133
8767,22/09/2021,Jharkhand,348139,65,342941,5133
8768,23/09/2021,Jharkhand,348146,63,342950,5133
8769,24/09/2021,Jharkhand,348162,65,342964,5133
8770,25/09/2021,Jharkhand,348174,72,342969,5133
8771,26/09/2021,Jharkhand,348189,82,342974,5133
8772,27/09/2021,Jharkhand,348194,80,342981,5133
8773,28/09/2021,Jharkhand,348198,79,342986,5133
8774,29/09/2021,Jharkhand,348209,76,342998,5135
8775,30/09/2021,Jharkhand,348215,78,343002,5135
8776,01/10/2021,Jharkhand,348226,83,343008,5135
8777,02/10/2021,Jharkhand,348238,87,343016,5135
8778,03/10/2021,Jharkhand,348255,97,343023,5135
8779,04/10/2021,Jharkhand,348264,98,343031,5135
8780,05/10/2021,Jharkhand,348272,90,343047,5135
8781,06/10/2021,Jharkhand,348280,84,343061,5135
8782,07/10/2021,Jharkhand,348287,83,343069,5135
8783,01/01/1970,Karnataka,2961735,16683,2907548,37504
8784,12/03/2020,Karnataka,4,4,0,0
8785,13/03/2020,Karnataka,5,4,0,1
8786,14/03/2020,Karnataka,6,5,0,1
8787,15/03/2020,Karnataka,6,5,0,1
8788,16/03/2020,Karnataka,6,5,0,1
8789,17/03/2020,Karnataka,11,10,0,1
8790,18/03/2020,Karnataka,11,10,0,1
8791,19/03/2020,Karnataka,14,13,0,1
8792,20/03/2020,Karnataka,15,14,0,1
8793,21/03/2020,Karnataka,15,13,1,1
8794,22/03/2020,Karnataka,26,23,2,1
8795,23/03/2020,Karnataka,33,30,2,1
8796,24/03/2020,Karnataka,37,34,2,1
8797,25/03/2020,Karnataka,37,33,3,1
8798,26/03/2020,Karnataka,41,37,3,1
8799,27/03/2020,Karnataka,55,50,3,2
8800,28/03/2020,Karnataka,55,50,3,2
8801,29/03/2020,Karnataka,76,68,5,3
8802,30/03/2020,Karnataka,80,72,5,3
8803,31/03/2020,Karnataka,83,75,5,3
8804,01/04/2020,Karnataka,101,90,8,3
8805,02/04/2020,Karnataka,110,98,9,3
8806,03/04/2020,Karnataka,124,111,10,3
8807,04/04/2020,Karnataka,128,113,12,3
8808,05/04/2020,Karnataka,144,128,12,4
