S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7936,20/11/2020,Jammu and Kashmir,104715,5560,97537,1618
7937,21/11/2020,Jammu and Kashmir,105376,5678,98076,1622
7938,22/11/2020,Jammu and Kashmir,105984,5720,98640,1624
7939,23/11/2020,Jammu and Kashmir,106548,5700,99219,1629
7940,24/11/2020,Jammu and Kashmir,106899,5431,99827,1641
7941,25/11/2020,Jammu and Kashmir,107330,5357,100322,1651
7942,26/11/2020,Jammu and Kashmir,107819,5264,100892,1663
7943,27/11/2020,Jammu and Kashmir,108306,5275,101363,1668
7944,28/11/2020,Jammu and Kashmir,108871,5236,101959,1676
7945,29/11/2020,Jammu and Kashmir,109383,5112,102591,1680
7946,30/11/2020,Jammu and Kashmir,109854,5087,103082,1685
7947,01/12/2020,Jammu and Kashmir,110224,4965,103565,1694
7948,02/12/2020,Jammu and Kashmir,110678,4908,104068,1702
7949,03/12/2020,Jammu and Kashmir,111130,4951,104471,1708
7950,04/12/2020,Jammu and Kashmir,111712,5104,104890,1718
7951,05/12/2020,Jammu and Kashmir,112256,4989,105537,1730
7952,06/12/2020,Jammu and Kashmir,112757,5009,106006,1742
7953,07/12/2020,Jammu and Kashmir,113288,5170,106372,1746
7954,08/12/2020,Jammu and Kashmir,113568,5055,106758,1755
7955,09/12/2020,Jammu and Kashmir,114038,4995,107282,1761
7956,10/12/2020,Jammu and Kashmir,114407,5016,107624,1767
7957,11/12/2020,Jammu and Kashmir,114773,4848,108150,1775
7958,12/12/2020,Jammu and Kashmir,115207,4849,108572,1786
7959,13/12/2020,Jammu and Kashmir,115626,4831,109002,1793
7960,14/12/2020,Jammu and Kashmir,116008,4702,109507,1799
7961,15/12/2020,Jammu and Kashmir,116254,4558,109894,1802
7962,17/12/2020,Jammu and Kashmir,116932,4346,110769,1817
7963,18/12/2020,Jammu and Kashmir,117317,4327,111164,1826
7964,19/12/2020,Jammu and Kashmir,117705,4244,111628,1833
7965,20/12/2020,Jammu and Kashmir,118006,4076,112093,1837
7966,21/12/2020,Jammu and Kashmir,118263,3854,112568,1841
7967,22/12/2020,Jammu and Kashmir,118495,3625,113026,1844
7968,23/12/2020,Jammu and Kashmir,118803,3646,113307,1850
7969,24/12/2020,Jammu and Kashmir,119053,3555,113645,1853
7970,25/12/2020,Jammu and Kashmir,119344,3540,113944,1860
7971,26/12/2020,Jammu and Kashmir,119628,3414,114353,1861
7972,27/12/2020,Jammu and Kashmir,119877,3288,114722,1867
7973,28/12/2020,Jammu and Kashmir,120137,3284,114986,1867
7974,29/12/2020,Jammu and Kashmir,120293,3157,115261,1875
7975,30/12/2020,Jammu and Kashmir,120527,3088,115560,1879
7976,31/12/2020,Jammu and Kashmir,120744,3034,115830,1880
7977,03/01/2021,Jammu and Kashmir,121471,2999,116587,1885
7978,04/01/2021,Jammu and Kashmir,121653,2975,116792,1886
7979,05/01/2021,Jammu and Kashmir,121786,2684,117211,1891
7980,06/01/2021,Jammu and Kashmir,121923,2600,117426,1897
7981,07/01/2021,Jammu and Kashmir,122049,2459,117690,1900
7982,08/01/2021,Jammu and Kashmir,122176,2396,117877,1903
7983,09/01/2021,Jammu and Kashmir,122303,2241,118155,1907
7984,10/01/2021,Jammu and Kashmir,122425,2094,118422,1909
7985,11/01/2021,Jammu and Kashmir,122538,2011,118617,1910
7986,12/01/2021,Jammu and Kashmir,122651,1768,118972,1911
7987,13/01/2021,Jammu and Kashmir,122764,1682,119170,1912
7988,14/01/2021,Jammu and Kashmir,122885,1629,119344,1912
7989,15/01/2021,Jammu and Kashmir,122964,1468,119581,1915
7990,16/01/2021,Jammu and Kashmir,123108,1428,119760,1920
7991,17/01/2021,Jammu and Kashmir,123217,1280,120016,1921
7992,18/01/2021,Jammu and Kashmir,123343,1224,120198,1921
7993,19/01/2021,Jammu and Kashmir,123425,1111,120392,1922
7994,20/01/2021,Jammu and Kashmir,123538,1103,120512,1923
7995,21/01/2021,Jammu and Kashmir,123647,1099,120625,1923
7996,22/01/2021,Jammu and Kashmir,123764,1111,120729,1924
7997,23/01/2021,Jammu and Kashmir,123852,1098,120826,1928
7998,24/01/2021,Jammu and Kashmir,123946,1103,120914,1929
7999,25/01/2021,Jammu and Kashmir,124019,1103,120987,1929
8000,27/01/2021,Jammu and Kashmir,124157,1103,121124,1930
8001,28/01/2021,Jammu and Kashmir,124234,1050,121253,1931
8002,29/01/2021,Jammu and Kashmir,124297,963,121402,1932
8003,30/01/2021,Jammu and Kashmir,124373,823,121617,1933
8004,31/01/2021,Jammu and Kashmir,124449,761,121752,1936
8005,01/02/2021,Jammu and Kashmir,124506,748,121822,1936
8006,02/02/2021,Jammu and Kashmir,124550,709,121905,1936
8007,03/02/2021,Jammu and Kashmir,124594,668,121988,1938
8008,04/02/2021,Jammu and Kashmir,124659,669,122049,1941
8009,05/02/2021,Jammu and Kashmir,124719,652,122124,1943
8010,06/02/2021,Jammu and Kashmir,124785,654,122187,1944
8011,07/02/2021,Jammu and Kashmir,124850,631,122275,1944
8012,08/02/2021,Jammu and Kashmir,124909,630,122335,1944
8013,09/02/2021,Jammu and Kashmir,124952,593,122415,1944
8014,10/02/2021,Jammu and Kashmir,125007,593,122470,1944
8015,11/02/2021,Jammu and Kashmir,125052,605,122502,1945
8016,12/02/2021,Jammu and Kashmir,125117,628,122542,1947
8017,13/02/2021,Jammu and Kashmir,125208,634,122626,1948
8018,14/02/2021,Jammu and Kashmir,125268,616,122703,1949
8019,15/02/2021,Jammu and Kashmir,125341,622,122768,1951
8020,16/02/2021,Jammu and Kashmir,125405,617,122837,1951
8021,17/02/2021,Jammu and Kashmir,125463,629,122883,1951
8022,18/02/2021,Jammu and Kashmir,125547,657,122939,1951
8023,19/02/2021,Jammu and Kashmir,125634,688,122992,1954
8024,20/02/2021,Jammu and Kashmir,125715,702,123059,1954
8025,21/02/2021,Jammu and Kashmir,125783,700,123129,1954
8026,22/02/2021,Jammu and Kashmir,125867,721,123192,1954
8027,23/02/2021,Jammu and Kashmir,125925,735,123236,1954
8028,24/02/2021,Jammu and Kashmir,126019,766,123298,1955
8029,25/02/2021,Jammu and Kashmir,126093,771,123367,1955
8030,26/02/2021,Jammu and Kashmir,126201,820,123426,1955
8031,27/02/2021,Jammu and Kashmir,126286,803,123527,1956
8032,01/03/2021,Jammu and Kashmir,126441,823,123661,1957
8033,02/03/2021,Jammu and Kashmir,126504,829,123717,1958
8034,03/03/2021,Jammu and Kashmir,126589,820,123811,1958
8035,04/03/2021,Jammu and Kashmir,126693,875,123860,1958
8036,06/03/2021,Jammu and Kashmir,126853,891,124002,1960
8037,07/03/2021,Jammu and Kashmir,126932,882,124089,1961
8038,08/03/2021,Jammu and Kashmir,127044,892,124190,1962
8039,09/03/2021,Jammu and Kashmir,127114,871,124280,1963
8040,10/03/2021,Jammu and Kashmir,127191,859,124367,1965
8041,11/03/2021,Jammu and Kashmir,127288,899,124421,1968
8042,13/03/2021,Jammu and Kashmir,127436,887,124578,1971
8043,14/03/2021,Jammu and Kashmir,127535,881,124680,1974
8044,15/03/2021,Jammu and Kashmir,127640,920,124746,1974
8045,16/03/2021,Jammu and Kashmir,127734,937,124823,1974
8046,17/03/2021,Jammu and Kashmir,127831,973,124882,1976
8047,18/03/2021,Jammu and Kashmir,127957,1008,124972,1977
8048,19/03/2021,Jammu and Kashmir,128097,1073,125046,1978
8049,20/03/2021,Jammu and Kashmir,128249,1152,125118,1979
8050,21/03/2021,Jammu and Kashmir,128389,1191,125218,1980
8051,22/03/2021,Jammu and Kashmir,128547,1290,125276,1981
8052,23/03/2021,Jammu and Kashmir,128679,1336,125362,1981
8053,24/03/2021,Jammu and Kashmir,128836,1410,125443,1983
8054,25/03/2021,Jammu and Kashmir,129031,1513,125535,1983
8055,27/03/2021,Jammu and Kashmir,129413,1681,125748,1984
8056,28/03/2021,Jammu and Kashmir,129684,1813,125886,1985
8057,29/03/2021,Jammu and Kashmir,129993,2001,126003,1989
8058,30/03/2021,Jammu and Kashmir,130228,2110,126129,1989
8059,31/03/2021,Jammu and Kashmir,130587,2293,126304,1990
8060,01/04/2021,Jammu and Kashmir,130960,2531,126435,1994
8061,02/04/2021,Jammu and Kashmir,131421,2874,126549,1998
8062,03/04/2021,Jammu and Kashmir,131938,3215,126720,2003
8063,04/04/2021,Jammu and Kashmir,132439,3574,126860,2005
8064,05/04/2021,Jammu and Kashmir,133012,3955,127049,2008
8065,06/04/2021,Jammu and Kashmir,133454,4154,127290,2010
8066,07/04/2021,Jammu and Kashmir,134015,4483,127520,2012
8067,08/04/2021,Jammu and Kashmir,134827,5035,127774,2018
8068,09/04/2021,Jammu and Kashmir,135662,5623,128020,2019
8069,10/04/2021,Jammu and Kashmir,136470,6115,128332,2023
8070,11/04/2021,Jammu and Kashmir,137475,6755,128691,2029
8071,12/04/2021,Jammu and Kashmir,138390,7335,129021,2034
8072,13/04/2021,Jammu and Kashmir,139381,7908,129439,2034
8073,14/04/2021,Jammu and Kashmir,140650,8681,129932,2037
8074,15/04/2021,Jammu and Kashmir,141736,9390,130304,2042
8075,16/04/2021,Jammu and Kashmir,142877,10040,130791,2046
8076,17/04/2021,Jammu and Kashmir,144021,10620,131353,2048
8077,18/04/2021,Jammu and Kashmir,145166,10910,132205,2051
8078,19/04/2021,Jammu and Kashmir,146692,11467,133168,2057
8079,20/04/2021,Jammu and Kashmir,148208,12164,133981,2063
8080,21/04/2021,Jammu and Kashmir,150238,13470,134697,2071
8081,22/04/2021,Jammu and Kashmir,152442,14928,135430,2084
8082,23/04/2021,Jammu and Kashmir,154407,16094,136221,2092
8083,24/04/2021,Jammu and Kashmir,156344,16993,137240,2111
8084,25/04/2021,Jammu and Kashmir,158374,18064,138184,2126
8085,26/04/2021,Jammu and Kashmir,160755,19558,139050,2147
8086,27/04/2021,Jammu and Kashmir,162890,20601,140117,2172
8087,28/04/2021,Jammu and Kashmir,166054,22283,141574,2197
8088,29/04/2021,Jammu and Kashmir,169077,24313,142537,2227
8089,30/04/2021,Jammu and Kashmir,172551,26144,144154,2253
8090,01/05/2021,Jammu and Kashmir,176083,28359,145441,2283
8091,02/05/2021,Jammu and Kashmir,179915,30343,147242,2330
8092,03/05/2021,Jammu and Kashmir,183486,32421,148695,2370
8093,04/05/2021,Jammu and Kashmir,187219,34567,150231,2421
8094,05/05/2021,Jammu and Kashmir,191869,37302,152109,2458
8095,06/05/2021,Jammu and Kashmir,196585,39628,154447,2510
8096,07/05/2021,Jammu and Kashmir,201511,41666,157283,2562
8097,08/05/2021,Jammu and Kashmir,206954,44307,160035,2612
8098,09/05/2021,Jammu and Kashmir,211742,46535,162535,2672
8099,10/05/2021,Jammu and Kashmir,216932,49248,164958,2726
8100,11/05/2021,Jammu and Kashmir,220546,49951,167813,2782
8101,12/05/2021,Jammu and Kashmir,224898,50701,171350,2847
8102,13/05/2021,Jammu and Kashmir,229407,51542,174953,2912
8103,14/05/2021,Jammu and Kashmir,229407,51542,174953,2912
8104,15/05/2021,Jammu and Kashmir,233763,52848,177948,2967
8105,16/05/2021,Jammu and Kashmir,240467,51475,185902,3090
8106,17/05/2021,Jammu and Kashmir,244608,51623,189836,3149
8107,18/05/2021,Jammu and Kashmir,247952,50852,193878,3222
8108,19/05/2021,Jammu and Kashmir,251919,50925,197701,3293
8109,20/05/2021,Jammu and Kashmir,255888,50494,202039,3355
8110,21/05/2021,Jammu and Kashmir,260057,50554,206081,3422
8111,22/05/2021,Jammu and Kashmir,263905,49893,210547,3465
8112,23/05/2021,Jammu and Kashmir,267313,49136,214664,3513
8113,24/05/2021,Jammu and Kashmir,270621,47437,219620,3564
8114,25/05/2021,Jammu and Kashmir,272858,45630,223619,3609
8115,26/05/2021,Jammu and Kashmir,275822,44918,227242,3662
8116,27/05/2021,Jammu and Kashmir,278859,43892,231265,3702
8117,28/05/2021,Jammu and Kashmir,281628,42272,235617,3739
8118,30/05/2021,Jammu and Kashmir,286684,39255,243588,3841
8119,31/05/2021,Jammu and Kashmir,288940,37677,247393,3870
8120,01/06/2021,Jammu and Kashmir,290465,35095,251463,3907
8121,02/06/2021,Jammu and Kashmir,292360,33276,255145,3939
8122,03/06/2021,Jammu and Kashmir,294078,31579,258536,3963
8123,04/06/2021,Jammu and Kashmir,295879,30657,261230,3992
8124,05/06/2021,Jammu and Kashmir,297602,29615,263961,4026
8125,06/06/2021,Jammu and Kashmir,299050,28423,266576,4051
8126,07/06/2021,Jammu and Kashmir,300490,26741,269675,4074
8127,08/06/2021,Jammu and Kashmir,301467,23524,273853,4090
8128,09/06/2021,Jammu and Kashmir,302651,21817,276733,4101
8129,10/06/2021,Jammu and Kashmir,303749,19852,279779,4118
8130,11/06/2021,Jammu and Kashmir,304866,18581,282142,4143
8131,12/06/2021,Jammu and Kashmir,305772,17585,284027,4160
8132,13/06/2021,Jammu and Kashmir,306638,16284,286180,4174
8133,14/06/2021,Jammu and Kashmir,307412,15081,288145,4186
8134,15/06/2021,Jammu and Kashmir,308011,13532,290284,4195
8135,16/06/2021,Jammu and Kashmir,308726,12407,292114,4205
8136,17/06/2021,Jammu and Kashmir,309361,11381,293763,4217
8137,18/06/2021,Jammu and Kashmir,310017,10602,295189,4226
8138,19/06/2021,Jammu and Kashmir,310688,10094,296360,4234
8139,20/06/2021,Jammu and Kashmir,311209,9414,297557,4238
8140,21/06/2021,Jammu and Kashmir,311794,8631,298911,4252
8141,22/06/2021,Jammu and Kashmir,312156,7759,300135,4262
8142,23/06/2021,Jammu and Kashmir,312584,7181,301134,4269
8143,25/06/2021,Jammu and Kashmir,313476,6537,302655,4284
8144,26/06/2021,Jammu and Kashmir,313974,6157,303526,4291
8145,27/06/2021,Jammu and Kashmir,314316,5630,304390,4296
8146,28/06/2021,Jammu and Kashmir,314731,5292,305135,4304
8147,29/06/2021,Jammu and Kashmir,314990,4996,305684,4310
8148,30/06/2021,Jammu and Kashmir,315298,4805,306177,4316
8149,01/07/2021,Jammu and Kashmir,315662,4600,306739,4323
8150,02/07/2021,Jammu and Kashmir,315960,4321,307312,4327
8151,03/07/2021,Jammu and Kashmir,316291,4209,307749,4333
8152,04/07/2021,Jammu and Kashmir,316629,4048,308246,4335
8153,05/07/2021,Jammu and Kashmir,316976,3967,308672,4337
8154,06/07/2021,Jammu and Kashmir,317250,3774,309133,4343
8155,07/07/2021,Jammu and Kashmir,317481,3582,309554,4345
8156,08/07/2021,Jammu and Kashmir,317761,3439,309973,4349
8157,09/07/2021,Jammu and Kashmir,318023,3344,310326,4353
8158,10/07/2021,Jammu and Kashmir,318284,3300,310630,4354
8159,11/07/2021,Jammu and Kashmir,318469,3128,310985,4356
8160,12/07/2021,Jammu and Kashmir,318693,3002,311334,4357
8161,13/07/2021,Jammu and Kashmir,318848,2709,311782,4357
8162,14/07/2021,Jammu and Kashmir,318991,2435,312198,4358
8163,15/07/2021,Jammu and Kashmir,319152,2236,312556,4360
8164,16/07/2021,Jammu and Kashmir,319355,2104,312890,4361
8165,17/07/2021,Jammu and Kashmir,319576,2116,313098,4362
8166,18/07/2021,Jammu and Kashmir,319755,2017,313375,4363
8167,19/07/2021,Jammu and Kashmir,319901,1919,313618,4364
8168,21/07/2021,Jammu and Kashmir,320112,1634,314107,4371
8169,22/07/2021,Jammu and Kashmir,320256,1602,314282,4372
8170,26/07/2021,Jammu and Kashmir,320657,1288,314995,4374
8171,27/07/2021,Jammu and Kashmir,320759,1200,315184,4375
8172,28/07/2021,Jammu and Kashmir,320866,1124,315367,4375
8173,29/07/2021,Jammu and Kashmir,321026,1139,315511,4376
8174,30/07/2021,Jammu and Kashmir,321207,1144,315686,4377
8175,31/07/2021,Jammu and Kashmir,321344,1171,315795,4378
8176,01/08/2021,Jammu and Kashmir,321462,1176,315908,4378
8177,02/08/2021,Jammu and Kashmir,321607,1211,316017,4379
8178,03/08/2021,Jammu and Kashmir,321725,1254,316090,4381
8179,04/08/2021,Jammu and Kashmir,321865,1293,316188,4384
8180,05/08/2021,Jammu and Kashmir,322014,1314,316315,4385
8181,06/08/2021,Jammu and Kashmir,322142,1358,316398,4386
8182,07/08/2021,Jammu and Kashmir,322286,1404,316496,4386
8183,08/08/2021,Jammu and Kashmir,322428,1410,316632,4386
8184,09/08/2021,Jammu and Kashmir,322550,1400,316761,4389
8185,10/08/2021,Jammu and Kashmir,322658,1311,316957,4390
8186,11/08/2021,Jammu and Kashmir,322771,1298,317081,4392
8187,12/08/2021,Jammu and Kashmir,322885,1297,317195,4393
8188,13/08/2021,Jammu and Kashmir,323061,1307,317359,4395
8189,14/08/2021,Jammu and Kashmir,323190,1324,317471,4395
8190,15/08/2021,Jammu and Kashmir,323325,1303,317627,4395
8191,16/08/2021,Jammu and Kashmir,323422,1288,317737,4397
8192,17/08/2021,Jammu and Kashmir,323499,1229,317872,4398
8193,18/08/2021,Jammu and Kashmir,323582,1158,318025,4399
8194,19/08/2021,Jammu and Kashmir,323682,1125,318157,4400
8195,20/08/2021,Jammu and Kashmir,323792,1109,318283,4400
8196,21/08/2021,Jammu and Kashmir,323951,1141,318409,4401
8197,22/08/2021,Jammu and Kashmir,324095,1159,318535,4401
8198,23/08/2021,Jammu and Kashmir,324202,1165,318635,4402
8199,24/08/2021,Jammu and Kashmir,324295,1054,318838,4403
8200,25/08/2021,Jammu and Kashmir,324420,1055,318961,4404
8201,26/08/2021,Jammu and Kashmir,324546,1078,319064,4404
8202,27/08/2021,Jammu and Kashmir,324647,1060,319183,4404
8203,28/08/2021,Jammu and Kashmir,324813,1149,319259,4405
8204,29/08/2021,Jammu and Kashmir,324979,1211,319362,4406
8205,30/08/2021,Jammu and Kashmir,325148,1276,319465,4407
8206,31/08/2021,Jammu and Kashmir,325253,1264,319582,4407
8207,01/09/2021,Jammu and Kashmir,325419,1330,319681,4408
8208,02/09/2021,Jammu and Kashmir,325529,1319,319801,4409
8209,03/09/2021,Jammu and Kashmir,325618,1320,319889,4409
8210,04/09/2021,Jammu and Kashmir,325714,1380,319925,4409
8211,05/09/2021,Jammu and Kashmir,325830,1327,320093,4410
8212,06/09/2021,Jammu and Kashmir,325940,1322,320208,4410
8213,07/09/2021,Jammu and Kashmir,326310,1251,320648,4411
8214,08/09/2021,Jammu and Kashmir,326159,1264,320485,4410
8215,09/09/2021,Jammu and Kashmir,326310,1251,320648,4411
8216,10/09/2021,Jammu and Kashmir,326653,1294,320948,4411
8217,11/09/2021,Jammu and Kashmir,326799,1301,321086,4412
8218,12/09/2021,Jammu and Kashmir,326799,1301,321086,4412
8219,13/09/2021,Jammu and Kashmir,326904,1285,321205,4414
8220,14/09/2021,Jammu and Kashmir,326990,1247,321329,4414
8221,15/09/2021,Jammu and Kashmir,327140,1325,321401,4414
8222,16/09/2021,Jammu and Kashmir,327296,1349,321532,4415
8223,18/09/2021,Jammu and Kashmir,327621,1440,321765,4416
8224,19/09/2021,Jammu and Kashmir,327773,1479,321878,4416
8225,20/09/2021,Jammu and Kashmir,327941,1493,322032,4416
8226,21/09/2021,Jammu and Kashmir,328069,1461,322191,4417
8227,22/09/2021,Jammu and Kashmir,328214,1450,322345,4419
8228,23/09/2021,Jammu and Kashmir,328418,1536,322463,4419
8229,24/09/2021,Jammu and Kashmir,328590,1617,322554,4419
8230,25/09/2021,Jammu and Kashmir,328738,1605,322713,4420
8231,26/09/2021,Jammu and Kashmir,328881,1563,322897,4421
8232,27/09/2021,Jammu and Kashmir,329008,1514,323072,4422
8233,28/09/2021,Jammu and Kashmir,329125,1513,323190,4422
8234,29/09/2021,Jammu and Kashmir,329220,1420,323378,4422
8235,30/09/2021,Jammu and Kashmir,329320,1388,323510,4422
8236,01/10/2021,Jammu and Kashmir,329430,1345,323663,4422
8237,02/10/2021,Jammu and Kashmir,329563,1339,323801,4423
8238,03/10/2021,Jammu and Kashmir,329687,1294,323969,4424
8239,04/10/2021,Jammu and Kashmir,329789,1201,324164,4424
8240,05/10/2021,Jammu and Kashmir,329889,1157,324308,4424
8241,06/10/2021,Jammu and Kashmir,329991,1074,324493,4424
8242,07/10/2021,Jammu and Kashmir,330118,1065,324627,4426
8243,01/01/1970,Jharkhand,348073,127,342813,5133
8244,02/04/2020,Jharkhand,1,1,0,0
8245,03/04/2020,Jharkhand,2,2,0,0
8246,04/04/2020,Jharkhand,2,2,0,0
8247,05/04/2020,Jharkhand,2,2,0,0
8248,06/04/2020,Jharkhand,3,3,0,0
8249,07/04/2020,Jharkhand,4,4,0,0
8250,08/04/2020,Jharkhand,4,4,0,0
8251,09/04/2020,Jharkhand,4,4,0,0
8252,10/04/2020,Jharkhand,13,12,0,1
8253,11/04/2020,Jharkhand,14,13,0,1
8254,12/04/2020,Jharkhand,17,16,0,1
8255,13/04/2020,Jharkhand,19,17,0,2
8256,14/04/2020,Jharkhand,24,22,0,2
8257,15/04/2020,Jharkhand,27,25,0,2
8258,16/04/2020,Jharkhand,28,26,0,2
8259,17/04/2020,Jharkhand,28,26,0,2
8260,18/04/2020,Jharkhand,33,31,0,2
8261,19/04/2020,Jharkhand,34,32,0,2
8262,20/04/2020,Jharkhand,42,40,0,2
8263,21/04/2020,Jharkhand,46,44,0,2
8264,22/04/2020,Jharkhand,45,42,0,3
8265,23/04/2020,Jharkhand,49,38,8,3
8266,24/04/2020,Jharkhand,53,42,8,3
8267,25/04/2020,Jharkhand,57,46,8,3
8268,26/04/2020,Jharkhand,67,51,13,3
8269,27/04/2020,Jharkhand,82,66,13,3
8270,28/04/2020,Jharkhand,82,66,13,3
8271,29/04/2020,Jharkhand,103,83,17,3
8272,30/04/2020,Jharkhand,107,85,19,3
8273,01/05/2020,Jharkhand,109,86,20,3
8274,02/05/2020,Jharkhand,111,88,20,3
8275,03/05/2020,Jharkhand,115,90,22,3
8276,04/05/2020,Jharkhand,115,90,22,3
8277,05/05/2020,Jharkhand,115,85,27,3
8278,06/05/2020,Jharkhand,125,89,33,3
8279,07/05/2020,Jharkhand,127,87,37,3
8280,08/05/2020,Jharkhand,132,88,41,3
8281,09/05/2020,Jharkhand,132,77,52,3
8282,10/05/2020,Jharkhand,156,75,78,3
8283,11/05/2020,Jharkhand,157,76,78,3
8284,12/05/2020,Jharkhand,160,79,78,3
8285,13/05/2020,Jharkhand,172,90,79,3
8286,14/05/2020,Jharkhand,173,91,79,3
8287,15/05/2020,Jharkhand,197,107,87,3
8288,16/05/2020,Jharkhand,203,113,87,3
8289,17/05/2020,Jharkhand,217,101,113,3
8290,18/05/2020,Jharkhand,223,107,113,3
8291,19/05/2020,Jharkhand,223,107,113,3
8292,20/05/2020,Jharkhand,231,101,127,3
8293,21/05/2020,Jharkhand,231,101,127,3
8294,22/05/2020,Jharkhand,290,158,129,3
8295,23/05/2020,Jharkhand,308,169,136,3
8296,24/05/2020,Jharkhand,350,205,141,4
8297,25/05/2020,Jharkhand,370,218,148,4
8298,26/05/2020,Jharkhand,377,225,148,4
8299,27/05/2020,Jharkhand,426,247,175,4
8300,28/05/2020,Jharkhand,448,259,185,4
8301,29/05/2020,Jharkhand,469,253,212,4
8302,30/05/2020,Jharkhand,511,290,216,5
8303,31/05/2020,Jharkhand,563,302,256,5
8304,01/06/2020,Jharkhand,610,349,256,5
8305,02/06/2020,Jharkhand,659,358,296,5
8306,03/06/2020,Jharkhand,712,387,320,5
8307,04/06/2020,Jharkhand,752,426,321,5
8308,05/06/2020,Jharkhand,793,433,354,6
8309,06/06/2020,Jharkhand,881,464,410,7
8310,07/06/2020,Jharkhand,1000,520,473,7
8311,08/06/2020,Jharkhand,1099,602,490,7
8312,09/06/2020,Jharkhand,1256,730,519,7
8313,10/06/2020,Jharkhand,1411,844,559,8
8314,11/06/2020,Jharkhand,1489,889,592,8
8315,12/06/2020,Jharkhand,1599,961,630,8
8316,13/06/2020,Jharkhand,1617,937,672,8
8317,14/06/2020,Jharkhand,1711,887,816,8
8318,15/06/2020,Jharkhand,1745,832,905,8
8319,16/06/2020,Jharkhand,1763,850,905,8
8320,17/06/2020,Jharkhand,1839,709,1121,9
8321,18/06/2020,Jharkhand,1895,734,1151,10
8322,19/06/2020,Jharkhand,1920,711,1198,11
8323,20/06/2020,Jharkhand,1965,622,1332,11
8324,21/06/2020,Jharkhand,1965,619,1335,11
8325,22/06/2020,Jharkhand,2073,656,1406,11
8326,23/06/2020,Jharkhand,2137,657,1469,11
8327,24/06/2020,Jharkhand,2185,654,1520,11
8328,25/06/2020,Jharkhand,2207,626,1570,11
8329,26/06/2020,Jharkhand,2262,645,1605,12
8330,27/06/2020,Jharkhand,2290,635,1643,12
8331,28/06/2020,Jharkhand,2339,603,1724,12
8332,29/06/2020,Jharkhand,2364,559,1793,12
8333,30/06/2020,Jharkhand,2426,566,1845,15
8334,01/07/2020,Jharkhand,2490,591,1884,15
8335,02/07/2020,Jharkhand,2521,575,1931,15
8336,03/07/2020,Jharkhand,2584,586,1983,15
8337,04/07/2020,Jharkhand,2695,679,2001,15
8338,05/07/2020,Jharkhand,2739,687,2035,17
8339,06/07/2020,Jharkhand,2781,717,2045,19
8340,07/07/2020,Jharkhand,2847,759,2068,20
8341,08/07/2020,Jharkhand,2996,870,2104,22
8342,09/07/2020,Jharkhand,3096,904,2170,22
8343,10/07/2020,Jharkhand,3246,1015,2208,23
8344,11/07/2020,Jharkhand,3419,1172,2224,23
8345,12/07/2020,Jharkhand,3613,1347,2243,23
8346,13/07/2020,Jharkhand,3756,1418,2308,30
8347,14/07/2020,Jharkhand,3898,1514,2351,33
8348,15/07/2020,Jharkhand,4091,1628,2427,36
8349,16/07/2020,Jharkhand,4320,1797,2485,38
8350,17/07/2020,Jharkhand,4624,2069,2513,42
8351,18/07/2020,Jharkhand,4921,2305,2570,46
8352,19/07/2020,Jharkhand,5342,2685,2611,46
8353,20/07/2020,Jharkhand,5535,2770,2716,49
8354,21/07/2020,Jharkhand,5756,2893,2810,53
8355,22/07/2020,Jharkhand,6159,3200,2904,55
8356,23/07/2020,Jharkhand,6485,3397,3024,64
8357,24/07/2020,Jharkhand,6975,3734,3174,67
8358,25/07/2020,Jharkhand,7493,4116,3307,70
8359,26/07/2020,Jharkhand,7836,4329,3425,82
8360,27/07/2020,Jharkhand,8275,4486,3704,85
8361,28/07/2020,Jharkhand,8683,4824,3770,89
8362,29/07/2020,Jharkhand,9078,5121,3868,89
8363,30/07/2020,Jharkhand,9861,5728,4035,98
8364,31/07/2020,Jharkhand,10167,5888,4176,103
8365,01/08/2020,Jharkhand,10958,6538,4314,106
8366,02/08/2020,Jharkhand,11686,7060,4513,113
8367,03/08/2020,Jharkhand,12523,7723,4682,118
8368,04/08/2020,Jharkhand,13478,8561,4792,125
8369,05/08/2020,Jharkhand,13940,8648,5164,128
8370,06/08/2020,Jharkhand,14888,9049,5703,136
8371,07/08/2020,Jharkhand,15756,9017,6594,145
8372,08/08/2020,Jharkhand,16465,8923,7391,151
8373,09/08/2020,Jharkhand,17094,8816,8123,155
8374,10/08/2020,Jharkhand,18138,9123,8838,177
8375,11/08/2020,Jharkhand,18723,8811,9724,188
8376,12/08/2020,Jharkhand,19225,8658,10375,192
8377,13/08/2020,Jharkhand,19743,8731,10815,197
8378,14/08/2020,Jharkhand,20881,7828,12844,209
8379,15/08/2020,Jharkhand,21595,7856,13515,224
8380,16/08/2020,Jharkhand,22389,8137,14024,228
8381,17/08/2020,Jharkhand,23055,8112,14699,244
8382,18/08/2020,Jharkhand,23752,8451,15051,250
8383,19/08/2020,Jharkhand,24477,8708,15507,262
8384,20/08/2020,Jharkhand,26090,9638,16175,277
8385,21/08/2020,Jharkhand,26753,9410,17057,286
8386,22/08/2020,Jharkhand,28196,9527,18372,297
8387,23/08/2020,Jharkhand,28571,9756,18507,308
8388,24/08/2020,Jharkhand,29677,9736,19629,312
8389,25/08/2020,Jharkhand,31005,9805,20870,330
